Date;Open;High;Low;Last;Volume;Status
06.05.1998;1002;1
07.05.1998;1002;1
08.05.1998;1001;1
11.05.1998;996;1
12.05.1998;986;1
13.05.1998;980;1
14.05.1998;981;1
15.05.1998;981;1
18.05.1998;987;1
19.05.1998;986;1
20.05.1998;986;1
21.05.1998;986;1
22.05.1998;981;1
26.05.1998;971;1
27.05.1998;965;1
28.05.1998;956;1
29.05.1998;955;1
01.06.1998;949;1
02.06.1998;934;1
03.06.1998;920;1
04.06.1998;909;1
05.06.1998;901;1
08.06.1998;891;1
09.06.1998;889;1
10.06.1998;885;1
11.06.1998;885;1
12.06.1998;898;1
15.06.1998;911;1
16.06.1998;918;1
17.06.1998;921;1
18.06.1998;918;1
19.06.1998;913;1
22.06.1998;912;1
23.06.1998;906;1
24.06.1998;897;1
25.06.1998;886;1
26.06.1998;879;1
29.06.1998;874;1
30.06.1998;866;1
01.07.1998;857;1
02.07.1998;853;1
03.07.1998;846;1
06.07.1998;848;1
07.07.1998;848;1
08.07.1998;853;1
09.07.1998;855;1
10.07.1998;859;1
13.07.1998;861;1
14.07.1998;866;1
15.07.1998;865;1
16.07.1998;866;1
17.07.1998;871;1
20.07.1998;875;1
21.07.1998;873;1
22.07.1998;870;1
23.07.1998;867;1
24.07.1998;863;1
27.07.1998;858;1
28.07.1998;856;1
29.07.1998;854;1
30.07.1998;853;1
31.07.1998;850;1
03.08.1998;845;1
04.08.1998;834;1
05.08.1998;824;1
06.08.1998;806;1
07.08.1998;798;1
10.08.1998;792;1
11.08.1998;783;1
12.08.1998;777;1
13.08.1998;774;1
14.08.1998;773;1
17.08.1998;773;1
18.08.1998;772;1
19.08.1998;770;1
20.08.1998;774;1
21.08.1998;776;1
24.08.1998;779;1
25.08.1998;782;1
26.08.1998;783;1
27.08.1998;782;1
28.08.1998;779;1
01.09.1998;777;1
02.09.1998;774;1
03.09.1998;774;1
04.09.1998;776;1
07.09.1998;779;1
08.09.1998;781;1
09.09.1998;786;1
10.09.1998;790;1
11.09.1998;802;1
14.09.1998;807;1
15.09.1998;815;1
16.09.1998;821;1
17.09.1998;828;1
18.09.1998;837;1
21.09.1998;848;1
22.09.1998;861;1
23.09.1998;868;1
24.09.1998;874;1
25.09.1998;882;1
28.09.1998;892;1
29.09.1998;907;1
30.09.1998;923;1
01.10.1998;940;1
02.10.1998;952;1
05.10.1998;962;1
06.10.1998;970;1
07.10.1998;977;1
08.10.1998;986;1
09.10.1998;1001;1
12.10.1998;1009;1
13.10.1998;1014;1
14.10.1998;1017;1
15.10.1998;1019;1
16.10.1998;1021;1
19.10.1998;1020;1
20.10.1998;1015;1
21.10.1998;1010;1
22.10.1998;1006;1
23.10.1998;995;1
26.10.1998;987;1
27.10.1998;983;1
28.10.1998;981;1
29.10.1998;980;1
30.10.1998;983;1
02.11.1998;989;1
03.11.1998;991;1
04.11.1998;993;1
05.11.1998;995;1
06.11.1998;1000;1
09.11.1998;1001;1
10.11.1998;1006;1
11.11.1998;1011;1
12.11.1998;1016;1
13.11.1998;1017;1
16.11.1998;1019;1
17.11.1998;1018;1
18.11.1998;1016;1
19.11.1998;1013;1
20.11.1998;1010;1
23.11.1998;1007;1
24.11.1998;1004;1
25.11.1998;998;1
26.11.1998;987;1
27.11.1998;981;1
30.11.1998;975;1
01.12.1998;965;1
02.12.1998;950;1
03.12.1998;931;1
04.12.1998;910;1
07.12.1998;891;1
08.12.1998;868;1
09.12.1998;854;1
10.12.1998;836;1
11.12.1998;819;1
14.12.1998;813;1
15.12.1998;796;1
16.12.1998;785;1
17.12.1998;769;1
18.12.1998;761;1
21.12.1998;754;1
22.12.1998;745;1
23.12.1998;736;1
24.12.1998;731;1
29.12.1998;731;1
30.12.1998;728;1
31.12.1998;732;1
04.01.1999;717;1
05.01.1999;709;1
06.01.1999;729;1
07.01.1999;734;1
08.01.1999;735;1
11.01.1999;730;1
12.01.1999;729;1
13.01.1999;724;1
14.01.1999;728;1
15.01.1999;734;1
18.01.1999;735;1
19.01.1999;739;1
20.01.1999;758;1
21.01.1999;806;1
22.01.1999;829;1
25.01.1999;838;1
26.01.1999;836;1
27.01.1999;827;1
28.01.1999;816;1
29.01.1999;807;1
01.02.1999;790;1
02.02.1999;772;1
03.02.1999;761;1
04.02.1999;762;1
05.02.1999;771;1
08.02.1999;772;1
09.02.1999;778;1
10.02.1999;781;1
11.02.1999;781;1
12.02.1999;790;1
15.02.1999;799;1
16.02.1999;805;1
17.02.1999;812;1
18.02.1999;822;1
19.02.1999;839;1
22.02.1999;862;1
23.02.1999;886;1
24.02.1999;918;1
25.02.1999;964;1
26.02.1999;1006;1
01.03.1999;1023;1
02.03.1999;1022;1
03.03.1999;1013;1
04.03.1999;998;1
05.03.1999;983;1
08.03.1999;985;1
09.03.1999;995;1
10.03.1999;1005;1
11.03.1999;1023;1
12.03.1999;1050;1
15.03.1999;1053;1
16.03.1999;1052;1
17.03.1999;1043;1
18.03.1999;1029;1
19.03.1999;1020;1
22.03.1999;1006;1
23.03.1999;997;1
24.03.1999;987;1
